Workshop Name,Workshop Rating,Professor Name,Student ID,Workshop Topic,Workshop Date,Duration,Location,Max Capacity,Registration Fee,Prerequisite,Feedback Comments,Technology Used,Workshop Type,Certificate,Student Major,Student Year,Attendance
Data Science: Extend B2B Platforms,7.2,Olivia Williams,S7943,Python Programming,2022-12-13,2.443016658647532,Room 104,32,19,Advanced,Somebody moment safe all his.,Zoom,Discussion,No,Computer Science,Senior,30
Python Programming: Incentivize Ubiquitous Markets,7.9,Michael Miller,S1769,Data Science,2023-09-10,2.364278734792169,Room 101,57,87,Advanced,Really federal seek score continue else.,Google Colab,Discussion,No,Computer Science,Freshman,49
Data Visualization: Orchestrate Scalable Platforms,8.6,John Brown,S7820,Python Programming,2022-10-15,1.2283826760492647,Room 103,44,19,Beginner,Pm family school new yes country.,Jupyter,Lecture,Yes,Data Science,Freshman,34
Ai Ethics: Matrix Frictionless Bandwidth,6.6,Emily Williams,S8660,Machine Learning,2022-12-16,1.1854489503089727,Room 103,37,60,Intermediate,Apply rock safe what in.,Google Colab,Hands-On,No,Mathematics,Senior,37
Ai Ethics: Transition Ubiquitous Platforms,7.0,Emma Williams,S2919,Machine Learning,2023-06-15,2.8310765265082054,Room 104,57,16,Intermediate,Owner church administration until.,Zoom,Hands-On,Yes,Data Science,Sophomore,36
Ai Ethics: Incubate Magnetic Content,7.8,Olivia Williams,S1568,Python Programming,2023-07-12,2.14659782142866,Room 104,40,90,Intermediate,Dog either late next might.,Jupyter,Discussion,Yes,Mathematics,Sophomore,28
Ai Ethics: Orchestrate World-Class Solutions,5.5,Michael Jones,S4626,Cloud Computing,2023-04-06,2.7420674702212953,Online-Zoom,11,94,Beginner,Little reach hundred health idea total.,Zoom,Lecture,Yes,Computer Science,Sophomore,6
Machine Learning: Unleash Sticky Initiatives,5.5,Emily Jones,S7047,Data Science,2023-01-24,1.2398602046364615,Room 102,61,73,Intermediate,Be important everything possible return face gun major.,Teams,Hands-On,No,Data Science,Freshman,57
Data Visualization: Streamline Rich Supply-Chains,7.6,Emma Johnson,S7279,Statistical Analysis,2023-06-20,1.7455898504342409,Online-Teams,23,41,Advanced,Between chance find information sport discuss time.,Google Colab,Discussion,No,Mathematics,Junior,11
Machine Learning: Enable Bricks-And-Clicks E-Markets,10.0,Emily Williams,S5486,Statistical Analysis,2023-06-06,2.222275641513514,Room 102,14,71,Advanced,Chance everybody Republican sit them.,Jupyter,Discussion,Yes,Data Science,Senior,11
Data Science: Incentivize Proactive E-Services,7.9,David Johnson,S4445,Machine Learning,2023-01-04,1.6785700219082909,Room 104,11,41,Advanced,Less performance method money skill.,Teams,Lecture,No,Statistics,Sophomore,6
Deep Learning: Extend Ubiquitous Models,8.5,David Jones,S9579,Statistical Analysis,2023-01-06,2.9262050122748713,Room 105,96,44,Advanced,Ability majority focus measure should maybe.,Jupyter,Hands-On,No,Engineering,Junior,78
Statistical Analysis: Facilitate Robust Supply-Chains,7.2,Emma Wilson,S7223,AI Ethics,2022-11-28,2.795232982130802,Online-Zoom,86,85,Beginner,Draw interesting house trouble around.,Zoom,Discussion,Yes,Data Science,Senior,58
Deep Learning: Unleash Robust Web-Readiness,8.9,Michael Johnson,S8964,Deep Learning,2023-06-20,1.124628034123698,Room 101,73,90,Intermediate,Behind mention early top offer box.,Teams,Discussion,Yes,Engineering,Junior,41
Machine Learning: Strategize Open-Source Initiatives,6.4,Emma Wilson,S7605,Cloud Computing,2023-07-19,2.28043898953881,Online-Teams,29,15,Advanced,Wait we be.,Google Colab,Hands-On,Yes,Computer Science,Junior,16
Python Programming: Facilitate Intuitive Paradigms,5.1,Emma Smith,S9021,Data Science,2023-08-26,1.4769855183528868,Room 104,27,46,Beginner,Would show usually exactly.,Google Colab,Discussion,No,Statistics,Junior,17
Machine Learning: Strategize Dot-Com E-Business,6.0,Olivia Johnson,S1519,Statistical Analysis,2023-03-18,2.614242349782809,Room 101,66,92,Advanced,Let research do important suggest open game.,Jupyter,Lecture,Yes,Mathematics,Sophomore,48
Data Science: Matrix Compelling Metrics,6.5,Lisa Jones,S2518,Python Programming,2022-12-21,2.91778822219901,Room 103,32,92,Advanced,Case interest long last.,Jupyter,Hands-On,Yes,Statistics,Junior,32
Python Programming: Disintermediate World-Class Web Services,7.5,Olivia Davis,S9272,Data Science,2022-11-01,1.4745264782405012,Room 103,51,98,Beginner,Also add everything action ask meeting such.,Teams,Lecture,No,Mathematics,Sophomore,45
Machine Learning: Enhance B2B Content,5.6,Emma Smith,S7126,Machine Learning,2023-06-08,1.8679260517871437,Room 101,58,43,Intermediate,Course trial range pressure above law.,Teams,Lecture,Yes,Computer Science,Freshman,58
Machine Learning: Transform Plug-And-Play Experiences,10.0,Emily Johnson,S9875,AI Ethics,2022-10-31,1.142622892215088,Room 102,80,82,Beginner,Office summer test imagine herself writer.,Zoom,Discussion,No,Mathematics,Senior,55
Data Science: Integrate Rich Channels,5.7,Michael Brown,S9569,Statistical Analysis,2022-11-20,1.1863808684382213,Online-Teams,16,53,Beginner,Part Republican room energy.,Zoom,Discussion,Yes,Statistics,Senior,12
Machine Learning: Visualize Value-Added Synergies,6.5,Emily Smith,S1619,Statistical Analysis,2023-04-21,2.014430494975625,Room 103,90,6,Intermediate,Receive decide in note rather do wear.,Zoom,Lecture,No,Computer Science,Senior,54
Cloud Computing: Drive Cross-Platform Infrastructures,8.8,Michael Wilson,S1618,Python Programming,2023-03-06,2.0061400444008677,Room 103,75,40,Beginner,Social leave today receive yes.,Jupyter,Hands-On,Yes,Engineering,Junior,45
Data Visualization: Whiteboard Magnetic Architectures,8.7,Robert Johnson,S3270,Deep Learning,2023-09-28,1.0921900434357938,Online-Zoom,39,78,Beginner,Exist before beyond special another wife church.,Zoom,Hands-On,Yes,Mathematics,Senior,29
Ai Ethics: Unleash Global Web-Readiness,6.8,Lisa Davis,S6871,Machine Learning,2023-05-29,2.227624497874487,Room 103,99,75,Intermediate,Different father everyone do project participant he.,Jupyter,Discussion,Yes,Data Science,Senior,68
Cloud Computing: Implement Extensible Eyeballs,7.7,David Davis,S9899,AI Ethics,2023-01-09,1.7598829797920252,Room 105,51,31,Beginner,Training participant sit voice inside drive woman.,Zoom,Discussion,No,Statistics,Sophomore,46
Cloud Computing: Optimize Viral Relationships,7.3,David Wilson,S3825,Deep Learning,2023-04-16,2.4064270058718935,Online-Teams,28,98,Beginner,Participant he reality store like.,Teams,Lecture,No,Mathematics,Senior,24
Statistical Analysis: Syndicate Wireless Eyeballs,5.9,Emma Smith,S2354,Data Science,2023-08-31,2.2314305564051127,Online-Teams,65,47,Beginner,Front art report light might yet agreement research.,Google Colab,Lecture,No,Mathematics,Senior,34
Data Science: Transition Vertical Supply-Chains,9.2,David Davis,S9781,Deep Learning,2023-02-07,1.7192704671386771,Online-Zoom,26,46,Advanced,If how pass no paper population.,Google Colab,Hands-On,Yes,Computer Science,Junior,26
Statistical Analysis: Empower Plug-And-Play Channels,5.0,Emily Williams,S9259,Deep Learning,2023-03-14,2.0449720950300456,Room 103,96,57,Advanced,Could training necessary thousand likely.,Jupyter,Discussion,No,Engineering,Freshman,63
Data Visualization: Reinvent Cross-Platform Partnerships,7.3,David Smith,S3017,Python Programming,2023-02-08,1.5999416983608525,Room 103,65,84,Beginner,Whom we role hotel.,Teams,Lecture,Yes,Engineering,Sophomore,48
Data Visualization: Morph Granular Communities,5.9,Olivia Brown,S9837,Machine Learning,2023-05-12,2.9724140478585843,Online-Zoom,40,90,Intermediate,Former anything throughout film forward.,Teams,Lecture,No,Statistics,Freshman,34
Cloud Computing: Unleash Magnetic Infrastructures,6.4,David Smith,S4671,Deep Learning,2023-10-06,1.179668377613986,Room 105,76,63,Intermediate,Environment keep bag would.,Teams,Discussion,No,Data Science,Senior,56
Machine Learning: Utilize Customized Metrics,5.2,Lisa Brown,S6999,AI Ethics,2023-06-29,2.31298871714921,Room 104,10,88,Advanced,Table still just stay certain different professor.,Google Colab,Hands-On,Yes,Engineering,Senior,5
Ai Ethics: Re-Intermediate Wireless Info-Mediaries,6.2,Emma Smith,S8881,Machine Learning,2022-10-28,1.8542085143674338,Room 102,80,15,Intermediate,Everybody there next point hot benefit.,Zoom,Hands-On,Yes,Data Science,Sophomore,73
Python Programming: Innovate End-To-End Paradigms,8.5,Lisa Davis,S7137,Deep Learning,2023-06-18,2.367925501785212,Online-Zoom,40,31,Advanced,Stay character baby edge study focus film.,Zoom,Lecture,Yes,Statistics,Sophomore,30
Statistical Analysis: Matrix Wireless Web-Readiness,9.3,John Jones,S8093,Cloud Computing,2023-08-27,1.905836265113097,Room 103,51,93,Advanced,Find whole toward room I course.,Jupyter,Discussion,Yes,Data Science,Sophomore,47
Python Programming: Deliver Open-Source Web Services,9.0,Olivia Brown,S5576,Cloud Computing,2023-06-04,2.789488318648412,Room 104,51,79,Intermediate,Discuss two result issue effort.,Zoom,Lecture,Yes,Data Science,Senior,31
Data Visualization: Disintermediate Visionary Networks,6.1,Olivia Wilson,S2583,Data Visualization,2023-07-08,2.758517120238647,Room 104,16,75,Advanced,Bag week operation investment.,Zoom,Discussion,No,Mathematics,Freshman,14
Cloud Computing: Repurpose World-Class Infrastructures,8.5,Emily Miller,S7095,Machine Learning,2023-08-07,2.3025314540100035,Room 104,15,11,Beginner,Wear fact range over.,Zoom,Hands-On,Yes,Statistics,Junior,9
Statistical Analysis: Orchestrate Best-Of-Breed Users,7.7,David Johnson,S9760,AI Ethics,2022-11-05,1.0685841369245364,Online-Zoom,83,87,Beginner,Far positive expert hold.,Jupyter,Hands-On,No,Computer Science,Freshman,76
Data Visualization: Transform Scalable Bandwidth,5.2,Emma Jones,S5860,Machine Learning,2023-05-16,1.2034956999967774,Online-Zoom,96,7,Intermediate,Suggest less president financial former old.,Jupyter,Hands-On,Yes,Mathematics,Senior,70
Data Visualization: Integrate Bricks-And-Clicks Infrastructures,9.6,John Johnson,S1978,Data Visualization,2023-01-17,2.079503859595823,Room 102,82,33,Advanced,Way play agreement miss continue hot around.,Google Colab,Discussion,Yes,Engineering,Sophomore,59
Machine Learning: Redefine Front-End Functionalities,8.7,David Jones,S7776,Python Programming,2022-11-22,1.6705043673216329,Room 103,64,36,Intermediate,Wall guess view vote.,Teams,Discussion,No,Statistics,Junior,61
Ai Ethics: Monetize Virtual E-Markets,6.1,Michael Johnson,S5035,Data Visualization,2022-11-19,2.7661542947279067,Room 103,46,19,Beginner,Shoulder drop street street fight drive.,Jupyter,Discussion,No,Statistics,Sophomore,23
Python Programming: Streamline Cutting-Edge Roi,6.0,David Miller,S2730,Machine Learning,2023-07-28,2.592522123976721,Room 101,56,86,Beginner,Ever trade small lose see require get.,Teams,Hands-On,No,Engineering,Junior,39
Data Visualization: Grow Cutting-Edge Functionalities,8.9,John Smith,S7392,Data Science,2022-10-26,1.7279472025124876,Room 103,84,34,Advanced,Up stock part only report chair serious.,Jupyter,Lecture,No,Engineering,Sophomore,44
Python Programming: Envisioneer One-To-One Functionalities,9.0,John Brown,S3200,Data Science,2022-10-23,1.6318061638879116,Online-Teams,79,61,Advanced,Party top process lay alone rock.,Teams,Discussion,No,Statistics,Junior,49
Data Science: Strategize Dynamic E-Commerce,7.0,Emma Miller,S8339,Data Science,2023-03-27,1.0275487074322753,Online-Teams,82,58,Intermediate,Provide base while author.,Jupyter,Hands-On,No,Statistics,Junior,54
Ai Ethics: Strategize Clicks-And-Mortar Platforms,9.2,Robert Johnson,S6979,Statistical Analysis,2022-12-20,1.3675518535802955,Room 102,59,32,Advanced,Maintain hospital avoid simple long on.,Jupyter,Discussion,Yes,Data Science,Junior,34
Data Science: Aggregate Synergistic Vortals,8.2,Robert Smith,S6104,Python Programming,2022-11-26,2.4284929256493455,Online-Zoom,41,59,Beginner,Nor reason election rate.,Teams,Hands-On,Yes,Computer Science,Senior,35
Ai Ethics: Leverage Leading-Edge Portals,8.5,Emma Jones,S2211,Data Science,2022-11-16,2.2862251557030664,Online-Teams,77,80,Beginner,Trip conference church American each spring decide ever.,Jupyter,Lecture,No,Statistics,Senior,76
Statistical Analysis: Brand Efficient Web Services,6.3,Emily Wilson,S6286,Deep Learning,2022-10-23,2.1761394080649565,Online-Teams,27,21,Intermediate,Deal left him recognize.,Jupyter,Discussion,Yes,Computer Science,Junior,23
Data Visualization: Mesh Ubiquitous Models,7.6,Lisa Johnson,S3432,Machine Learning,2022-11-29,1.748877695525073,Room 104,74,41,Advanced,Everyone contain level expert.,Google Colab,Discussion,Yes,Statistics,Senior,49
Data Science: E-Enable Plug-And-Play Niches,7.0,Lisa Wilson,S2491,Cloud Computing,2023-05-07,2.7025182447036498,Room 104,72,15,Advanced,Student trade learn floor.,Jupyter,Discussion,Yes,Engineering,Junior,55
Machine Learning: Embrace Scalable E-Markets,8.9,David Davis,S2577,AI Ethics,2022-11-24,1.1259184140288045,Room 101,24,92,Intermediate,Hundred under age friend they show reason.,Zoom,Hands-On,Yes,Computer Science,Freshman,14
Ai Ethics: Synergize Back-End Mindshare,10.0,Olivia Williams,S8251,Data Science,2022-10-14,2.522855142455364,Room 105,17,72,Beginner,Option half soon staff itself necessary.,Google Colab,Discussion,No,Data Science,Freshman,17
Ai Ethics: Innovate Integrated Partnerships,10.0,Emma Johnson,S1156,Deep Learning,2023-05-06,1.441570763453092,Room 103,76,85,Intermediate,Senior safe those somebody well six.,Google Colab,Hands-On,Yes,Statistics,Freshman,58
Data Science: Orchestrate Customized Action-Items,9.5,David Williams,S3733,Python Programming,2022-10-18,2.581301878412551,Room 105,21,95,Advanced,Partner environmental reality tree rich should address.,Zoom,Hands-On,No,Data Science,Freshman,17
Cloud Computing: Deploy Cross-Platform Platforms,6.3,Michael Wilson,S1112,Statistical Analysis,2023-02-12,2.620846351831579,Online-Teams,82,78,Advanced,Three single develop since.,Jupyter,Hands-On,No,Computer Science,Freshman,65
Cloud Computing: Streamline Proactive Applications,9.1,Emily Brown,S5251,Machine Learning,2023-03-01,2.58471170829302,Room 105,22,47,Beginner,Company couple resource plant standard central.,Zoom,Hands-On,No,Computer Science,Freshman,17
Cloud Computing: Enhance Viral Applications,9.9,Michael Miller,S4183,Machine Learning,2022-11-16,2.658166709946572,Room 101,53,49,Advanced,A floor voice apply pull fine.,Teams,Discussion,Yes,Engineering,Freshman,35
Machine Learning: Re-Intermediate Leading-Edge Infrastructures,7.1,Emily Johnson,S4800,Cloud Computing,2023-07-05,1.336360769924165,Room 105,31,84,Beginner,Stand western nice yourself anything life.,Jupyter,Discussion,Yes,Mathematics,Senior,26
Statistical Analysis: Optimize Distributed Schemas,5.9,Lisa Wilson,S1176,Data Visualization,2023-05-29,1.1622390260442366,Room 104,92,9,Intermediate,Ahead want news yet on.,Jupyter,Hands-On,Yes,Mathematics,Sophomore,79
Data Science: Extend Synergistic Vortals,7.3,Robert Wilson,S4693,Python Programming,2022-12-15,2.1774181658289193,Room 104,100,69,Beginner,Prepare television growth phone rule off age.,Zoom,Lecture,Yes,Engineering,Junior,94
Data Science: Embrace Sticky E-Services,8.0,Michael Brown,S4608,Machine Learning,2023-09-05,1.9683093536869978,Room 101,48,7,Intermediate,Couple claim heavy character picture stuff son society.,Teams,Discussion,Yes,Engineering,Senior,28
Deep Learning: Aggregate Killer Interfaces,6.7,John Brown,S2561,Data Science,2023-07-05,1.4365301556220975,Room 103,50,25,Beginner,Care radio science.,Teams,Hands-On,Yes,Data Science,Sophomore,48
Machine Learning: Optimize Intuitive Bandwidth,6.0,Olivia Wilson,S8261,Statistical Analysis,2023-02-17,1.96304423622749,Room 102,95,23,Intermediate,Human wish day couple.,Teams,Lecture,No,Data Science,Junior,76
Ai Ethics: Empower Customized Applications,5.1,Olivia Smith,S5224,Statistical Analysis,2023-04-01,1.3629569105123684,Room 104,89,30,Intermediate,Another medical moment property despite pull.,Teams,Lecture,No,Computer Science,Freshman,53
Data Science: Productize Best-Of-Breed Initiatives,5.6,Emily Brown,S9724,Data Visualization,2023-04-08,2.004576983253749,Room 101,58,76,Intermediate,Surface research region professor.,Google Colab,Discussion,No,Data Science,Senior,38
Statistical Analysis: Iterate Cutting-Edge E-Commerce,7.7,Emma Williams,S1016,Machine Learning,2022-12-09,1.6169821774783317,Room 103,17,33,Beginner,Edge should cold.,Teams,Lecture,No,Statistics,Sophomore,16
Cloud Computing: Integrate World-Class E-Services,6.8,Emily Davis,S4128,AI Ethics,2023-06-06,2.91810047554515,Room 101,44,71,Intermediate,Probably ability defense outside discover town manager.,Teams,Discussion,Yes,Computer Science,Freshman,40
Ai Ethics: Deliver Back-End Applications,5.1,Lisa Williams,S9272,Data Visualization,2023-06-13,2.5844675949345026,Room 103,44,100,Advanced,Marriage think picture against.,Google Colab,Hands-On,No,Data Science,Senior,25
Deep Learning: Incentivize Next-Generation Roi,5.9,Michael Wilson,S9621,Data Visualization,2023-02-27,2.325053482065613,Room 103,58,49,Intermediate,Vote address remember.,Jupyter,Discussion,No,Data Science,Sophomore,31
Data Science: Extend Front-End E-Business,9.3,David Davis,S6308,Deep Learning,2022-11-27,1.547885167305625,Online-Teams,14,8,Intermediate,Lot couple bank college song again.,Teams,Lecture,Yes,Mathematics,Senior,10
Machine Learning: Re-Contextualize Bricks-And-Clicks Channels,5.4,Emily Jones,S4681,Cloud Computing,2023-06-27,2.811480058459277,Room 103,75,8,Beginner,Style newspaper media.,Jupyter,Lecture,No,Computer Science,Senior,43
Cloud Computing: Integrate Dynamic Architectures,9.6,Lisa Miller,S7340,Deep Learning,2023-02-05,1.411017761357696,Online-Teams,86,35,Beginner,Line serve sit threat.,Google Colab,Discussion,Yes,Engineering,Senior,60
